Brand,Model,Company,Price in India,id,1 stars,2 stars,4 stars,3 stars,5 stars,link,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor.1,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics.1,HDMI Port,Ethernet,Battery_Life,Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info,reviewDescription
HP,Pavilion 15-au006tx,hp,59355.0,34,16,4,27,9,44,https://gadgets.ndtv.com/hp-pavilion-15-au006tx-5226,187,8GB,15.60-inch,No,Natural Silver,Windows 10 Home,1TB,15-au006tx,Intel Core i5 6th Gen 6200U,AMD Radeon R5 M430,Yes,,1366x768 pixels,802.11 ac,2.0,383.00 x 243.00 x 22.50,4.0,3.0,Pavilion,Yes,No,2.3 GHz,AMD Radeon R5 M430,"HP Pavilion 15-AU006TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Yes,Standard,10/100/1000 Base T,6,DDR3,16GB,"{'RAM Slots': 1, 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '72', 'Backlit Keyboard': 'Yes', 'Launched': '11th December 2019'}",slower operating system... rest is good..
Acer,Aspire E E5-575,acer,26980.0,35,9,4,25,10,53,https://gadgets.ndtv.com/acer-aspire-e-e5-575-5127,481,4GB,15.60-inch,No,Black,Windows 10 Home,1TB,E5-575,Intel Core i5 7th Gen 7200U,Intel HD Graphics 520,No,No,1366x768 pixels,802.11 ac,2.2,381.60 x 259.00 x 30.20,4.1,3.0,Aspire E,Yes,No,2.3 GHz,Intel HD Graphics 520,"Acer Aspire E E5-575 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,Yes,Yes,No,Yes,10/100/1000 Base T,5,DDR4,32GB,{'Battery Capacity (WHR)': '72'},So good Samsung....👌👌👌👌
HP,Pavilion 15-ac121tx,hp,38900.0,36,17,0,17,0,67,https://gadgets.ndtv.com/hp-pavilion-15-ac121tx-5047,6,4GB,15.60-inch,No,Turbo Silver,Windows 10 Home,1TB,15-ac121tx,Intel Core i3 5th Gen 5020U,AMD Radeon R5 M330,Yes,,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Pavilion,Yes,No,2 GHz,AMD Radeon R5 M330,"HP Pavilion 15-AC121TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, White)",,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Yes,Standard,10/100/1000 Base T,4,GDDR3,8GB,"{'RAM Slots': 1, 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '72', 'Backlit Keyboard': 'Yes', 'Launched': '11th December 2019'}",It's apple budget iPhone you can at a reasonable price during sale. You can get it anywhere else at this price
Asus,X540SA-XX311D,asus,19999.0,37,25,8,8,17,42,https://gadgets.ndtv.com/asus-x540sa-xx311d-5158,12,4GB,15.60-inch,No,Chocolate Black Imr With Hairline,DOS,500GB,X540SA-XX311D,Intel Celeron Dual Core 6th Gen N3060,Intel Integrated Graphics,No,No,1366x768 pixels,802.11 b/g/n,2.0,381.00 x 252.00 x 25.40,4.0,3.0,X Series,Yes,No,,Intel Integrated Graphics,"Asus X540SA-XX311D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Celeron, Gold, 15.6 inch)",,3,Yes,"1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",2MB,,Yes,SDXC Card Reader,Yes,No,Standard,10/100 T,4,,4GB,"{'RAM Slots': 1, 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '80', 'Backlit Keyboard': 'Yes', 'Launched': '11th December 2019'}",Voice quality is good Thnks 2 Flipkart 😊
HP,Pavilion 15-au624tx,hp,62000.0,38,20,9,26,3,42,https://gadgets.ndtv.com/hp-pavilion-15-au624tx-5380,92,4GB,15.60-inch,No,Silver,Windows 10 Home,1TB,15-au624tx,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,,1920x1080 pixels,802.11 ac,,383.00 x 243.00 x 22.50,4.2,1.0,Pavilion,Yes,No,2.5 GHz,Nvidia GeForce 940MX,"HP Pavilion 15-AU624TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",,2,Touchpad,1 x USB 2.0,3MB,Yes,2 Speakers,Multi format card reader,Yes,Yes,Standard,10/100 Base T,5,DDR3,4GB,{'Headphone and Mic Combo Jack': 'Yes'},Good
Acer,Aspire E5-575,acer,40999.0,39,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-e5-575-5118,,4GB,15.60-inch,No,Black,Linux,1TB,E5-575,Intel Core i5 7th Gen 7200U,Intel HD Graphics 620,No,No,1366x768 pixels,,2.2,381.60 x 259.00 x 30.20,4.0,4.0,Aspire,Yes,No,2.5 GHz,Intel HD Graphics 620,"Acer Aspire E5-575 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",3MB,Yes,2 Speakers,Yes,Yes,No,Standard,Yes,5,DDR4,32GB,"{'RAM Slots': 1, 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '80', 'Backlit Keyboard': 'Yes', 'Launched': '11th December 2019'}",osm product...
Lenovo,Z51 70,lenovo,55000.0,40,25,4,23,5,43,https://gadgets.ndtv.com/lenovo-z51-70-5110,79,8GB,15.60-inch,No,Black,Windows 10 Home,1TB,Z51 70,Intel Core i5 5th Gen 5200U,AMD Radeon Tropo XT2,Yes,,1920x1080 pixels,802.11 ac,2.3,384.00 x 265.00 x 24.60,4.0,3.0,,Yes,No,2.2 GHz,AMD Radeon Tropo XT2,"Lenovo Z51 70 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Yes,4 in 1 Card Reader,Yes,Yes,Standard,10/100 Base T,4,DDR3,16GB,,Good phone in this price range.
Lenovo,Y50 70,lenovo,59990.0,41,29,8,13,5,46,https://gadgets.ndtv.com/lenovo-y50-70-4941,87,8GB,15.50-inch,No,Black,Windows 8.1,1TB,Y50 70,Intel Core i7 4th Gen 4710HQ,Nvidia GeForce GTX 860M,Yes,,1920x1080 pixels,802.11 ac,2.4,387.00 x 263.40 x 23.90,4.0,3.0,,Yes,No,2.5 GHz,Nvidia GeForce GTX 860M,"Lenovo Y50 70 Laptop (Windows 8.1, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,2 Speakers,4 in 1 Card Reader,Yes,Yes,Standard,Gigabit Ethernet,5,GDDR5,,"{'RAM Slots': '1', 'VGA Port': 'No'}",Charging point issue. Phone is not getting charged so I had to go service centre. Disapointed.
Asus,R558UQ-DM513D,asus,41990.0,42,11,4,27,7,51,https://gadgets.ndtv.com/asus-r558uq-dm513d-5334,92,8GB,15.60-inch,No,Matt Dark Blue,DOS,1TB,R558UQ-DM513D,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,,1920x1080 pixels,802.11 ac,2.3,382.00 x 256.00 x 25.50,4.0,2.0,R Series,Yes,No,2.5 GHz,Nvidia GeForce 940MX,"Asus R558UQ-DM513D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Dark Blue, 15.6 inch)",,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",3MB,,,5 in 1 Card Reader,Yes,Yes,Standard,10/100/1000 Base T,4,GDDR3,12GB,,Hey I am using the boult audio loop bassbuds since last 2months  and i was shocked the earphone has massive sound quality and unexpected performance I have suggest to you go through this earphone under this price range fabulous material quality using boult community while i was tried so many devices to use the earphone but the conclusion was same best sound quality Overall sound quality:-10/10*
HP,Envy 15-ae008tx,hp,89850.0,43,50,0,0,0,50,https://gadgets.ndtv.com/hp-envy-15-ae008tx-5037,4,16GB,15.60-inch,No,Aluminium Finish Natural Silver,Windows 8 Professional,2TB,15-ae008tx,Intel Core i7 5th Gen 5500U,Nvidia GeForce GTX 950M,Yes,,1920x1080 pixels,802.11 ac,2.38,384.00 x 255.00 x 23.70,4.0,4.0,Envy,Yes,Yes,2.4 GHz,Nvidia GeForce GTX 950M,"HP Envy AE008TX Laptop (Windows 8, 16GB RAM, 2000GB HDD, Intel Core i7, Silver)",,3,Touchpad,4 x USB 3.0,4MB,Yes,2 Speakers,3 in 1 card Reader,Yes,Yes,Standard,10/100/1000 Base T,4,DDR3,8GB,{'Battery Capacity (WHR)': '72'},Excellent phone
HP,Pavilion x360 11-n032tu,hp,32000.0,44,0,0,100,0,0,https://gadgets.ndtv.com/hp-pavilion-x360-11-n032tu-4895,,4GB,11.60-inch,No,"Brilliant Red, Silver",Windows 8.1,500GB,11-n032tu,Intel Pentium Quad Core 4th Gen N3540,Intel Integrated HD Graphics 4400,No,No,1366x768 pixels,802.11 b/g/n,1.4,308.00 x 215.00 x 21.90,4.0,3.0,Pavilion x360,Yes,Yes,2.16 GHz,Intel Integrated HD Graphics 4400,"HP Pavilion X360 11-N032TU Laptop (Windows 8.1, 4GB RAM, 500GB HDD, Intel Pentium, Red)",,2,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,2 Speakers,Multi format card reader,Yes,No,Standard,10/100 T,4,DDR3L,8GB,"{'RAM Slots': '1', 'VGA Port': 'No'}",Thanks to Flipkart for sell on big billion day of a huge price dropping.
HP,15-s105tu,hp,31999.0,45,9,9,27,9,45,https://gadgets.ndtv.com/hp-15-s105tu-4924,22,4GB,15.60-inch,No,Charcoal Grey,DOS,1TB,15-s105tu,Intel Core i5 4th Gen 4210U,AMD Radeon R5 M330,Yes,,1366x768 pixels,802.11 b/g/n,2.23,378.00 x 259.00 x 25.30,4.0,3.0,,Yes,No,1.7 GHz,AMD Radeon R5 M330,"HP Compaq 15-S105TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Grey)",,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Yes,Standard,10/100/1000 Base T,4,DDR3,8GB,"{'VGA Port': 'Yes', 'Battery Capacity (WHR)': '34.61'}",Great product
Samsung,Galaxy S21 Ultra,samsung,49757.0,46,0,0,0,0,0,https://gadgets.ndtv.com/samsung-galaxy-s21-ultra-price-in-india-98939,,12GB,,,,Android 11,,,2.4GHz octa-core (3x2.8GHz + 4x2.4GHz + 1x2.9GHz),,,,1440x3220 pixels,802.11 a/b/g/n/ac/Yes,,165.10 x 75.60 x 8.90,,,,,,,,,,,,,,,,,,,,,6,,,"{'VGA Port': 'Yes', 'Battery Capacity (WHR)': '34.61'}",Battery is worstAverage functions working.Delivery service is pathetic & unprofessional.Ekart service is bad.Phone is fine. Don't expect too much.
HP,Pavilion 15-AU008TX,hp,80990.0,47,22,17,11,0,50,https://gadgets.ndtv.com/hp-pavilion-15-au008tx-5227,18,16GB,15.60-inch,No,Silver,Windows 10,2TB,15-AU008TX,Intel Core i7 6th Gen 6500U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 ac,2.03,382.50 x 242.80 x 22.61,4.2,3.0,Pavilion,Yes,No,2.5 GHz,Nvidia GeForce 940MX,"HP Pavilion 15-AU008TX Laptop (Windows 10, 16GB RAM, 2000GB HDD, Intel Core i7, Silver)",Yes,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",4MB,Yes,Yes,Multi format card reader,Yes,,Standard,10/100,6,DDR3,16GB,{'Headphone and Mic Combo Jack': 'Yes'},Perfect 😎💓💓💓
HP,Envy x360 15-w101tx,hp,59999.0,48,11,11,0,11,67,https://gadgets.ndtv.com/hp-envy-x360-15-w101tx-5201,9,8GB,15.60-inch,No,Natural Silver,Windows 10 Home,1TB,15-w101tx,Intel Core i7 6th Gen 6500U,Nvidia GeForce 930M,Yes,,1920x1080 pixels,802.11 b/g/n/ac,2.29,382.00 x 239.00 x 25.00,4.0,3.0,Envy x360,Yes,Yes,2.5 GHz,Nvidia GeForce 930M,"HP Envy 15-W101TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",4MB,Yes,2 Speakers,Multi format card reader,Yes,Yes,Standard,10/100/1000 Base T,5,DDR3L,16GB,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Battery Capacity (mAh)': '3270'}",Best performance
HP,Pavilion 15-ab030tx,hp,50000.0,49,0,0,25,25,50,https://gadgets.ndtv.com/hp-pavilion-15-ab030tx-5062,4,8GB,15.60-inch,No,Blizzard White,Windows 8.1,1TB,15-ab030tx,Intel Core i5 5th Gen 5200U,Nvidia GeForce 940M,Yes,,1920x1080 pixels,802.11 b/g/n,2.29,384.50 x 261.20 x 25.10,4.0,3.0,Pavilion,Yes,No,2.2 GHz,Nvidia GeForce 940M,"HP Pavilion 15-AB030TX Laptop (1000GB HDD, Intel Core i5, White)",,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,,2 Speakers,Multi format card reader,Yes,Yes,Standard,10/100 Base T,6,DDR3L,8GB,{'RAM Slots': '2'},Superb
Asus,ROG CN430T-GL552VW,asus,89990.0,50,3,3,25,3,67,https://gadgets.ndtv.com/asus-rog-cn430t-gl552vw-5149,36,8GB,15.60-inch,No,Grey,Windows 10 Home,1TB,CN430T-GL552VW,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 960M,Yes,,1920x1080 pixels,802.11 b/g/n,2.59,385.00 x 255.00 x 32.40,4.0,1.0,ROG,Yes,No,2.6 GHz,Nvidia GeForce GTX 960M,"Asus Rog GL552VW-CN430T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Grey, 15.6 inch)",,4,,1 x USB 2.0,6MB,Yes,Yes,3 in 1 card Reader,Yes,Yes,Standard,10/100/1000 Base T,3,GDDR5,32GB,{'RAM Slots': '2'},Nice phone 👍👌
Asus,K555LB-DM109T,asus,49700.0,51,0,20,20,0,60,https://gadgets.ndtv.com/asus-k555lb-dm109t-5002,5,8GB,15.60-inch,No,Black Metal,Windows 10 Home,1TB,K555LB-DM109T,Intel Core i5 5th Gen 5200U,Nvidia GeForce 940M,Yes,No,1920x1080 pixels,,2.4,382.00 x 256.00 x 25.80,2.1,3.0,K Series,Yes,No,2.2 GHz,Nvidia GeForce 940M,"Asus K555LB-DM109T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Blue, 15.6 inch)",,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,,Yes,Yes,Yes,Yes,Standard,10/100/1000 Base T,4,GDDR3,16GB,"{'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'DVD Writer', 'Battery Capacity (mAh)': '4810'}",best product
Asus,X550CC-XO072D,asus,32100.0,52,0,0,38,13,50,https://gadgets.ndtv.com/asus-x550cc-xo072d-4766,8,4GB,15.60-inch,No,Dark Grey,Windows 8.1,500GB,X550CC-XO072D,Intel Core i3 3rd Gen 3217U,Nvidia GeForce 920MX,Yes,,1366x768 pixels,802.11 ac,2.3,380.00 x 251.00 x 31.70,4.1,2.0,,Yes,No,1.8 GHz,Nvidia GeForce 920MX,"Asus X550CC-XO072D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Grey, 15.6 inch)",,4,Touchpad,"1 x USB 2.0, 1 x USB 3.0",3MB,Yes,Yes,3 in 1 card Reader,Yes,Yes,Standard,10/100/1000 Base T,6,,8GB,{'RAM Slots': '4'},Good ear phones in this price tag. Worthy
Asus,S56CM-XO177H,asus,38900.0,53,0,0,57,14,29,https://gadgets.ndtv.com/asus-s56cm-xo177h-4760,7,4GB,15.60-inch,24GB,Black,Windows 8,500GB,S56CM-XO177H,Intel Core i3 3rd Gen 3217U,Nvidia GeForce 635M,Yes,,1366x768 pixels,802.11 b/g/n,2.3,380.00 x 266.00 x 21.00,4.0,2.0,S Series,Yes,No,1.8 GHz,Nvidia GeForce 635M,"Asus S56CM-XO177H Laptop (Windows 8, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 22 inch)",,4,Touchpad,2 x USB 2.0,3MB,,Yes,Yes,Yes,Yes,Standard,10/100/1000 Base T,6,DDR3,8GB,,Nyc phone but camera 📷 not good
Asus,R558UR-DM069D,asus,40990.0,54,8,0,15,8,69,https://gadgets.ndtv.com/asus-r558ur-dm069d-5145,61,4GB,15.60-inch,No,Glossy Dark Brown,DOS,1TB,R558UR-DM069D,Intel Core i5 6th Gen 6200U,Nvidia GeForce 930MX,Yes,,1920x1080 pixels,802.11 b/g/n,2.4,382.00 x 256.00 x 25.80,4.0,2.0,R Series,Yes,No,2.3 GHz,Nvidia GeForce 930MX,"Asus R558UR-DM069D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",3MB,Yes,,5 in 1 Card Reader,Yes,Yes,Standard,10/100/1000 Base T,4,GDDR3,16GB,,"2nd sim,sd card prabbulam"
Asus,ROG Strix GL502VT-FY026T,asus,114900.0,55,29,0,14,14,43,https://gadgets.ndtv.com/asus-rog-strix-gl502vt-fy026t-5154,7,8GB,15.60-inch,256GB,Metallic Black,Windows 10 Home,1TB,GL502VT-FY026T,Intel Core i7 6th Gen 6700HQ,Nvidia,Yes,,1920x1080 pixels,802.11 b/g/n,2.0,390.00 x 266.00 x 23.50,4.0,3.0,ROG Strix,Yes,No,2.6 GHz,Nvidia,"Asus Rog Strix GL502VT-FY026T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,4,Touchpad,3 x USB 3.0,6MB,Yes,2 Speakers,1 Micro SD Card Reader,Yes,Yes,Standard,10/100/1000 Base T,6,GDDR5,16GB,{'RAM Slots': '2'},Very nice
HP,15-ay008tx,hp,42000.0,56,15,7,34,8,36,https://gadgets.ndtv.com/hp-15-ay008tx-5251,130,4GB,15.60-inch,No,Turbo Silver,DOS,1TB,15-ay008tx,Intel Core i5 6th Gen 6200U,AMD Radeon R5 M430,Yes,,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,,Yes,No,2.3 GHz,AMD Radeon R5 M430,"HP 15-AY008TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Silver)",,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Yes,Standard,10/100 Base T,6,DDR3,16GB,,Thanks
Asus,ROG GL552VX-DM261T,asus,69000.0,57,7,0,18,9,67,https://gadgets.ndtv.com/asus-rog-gl552vx-dm261t-5153,45,8GB,15.60-inch,No,Black,Windows 10 Home,1TB,GL552VX-DM261T,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 950M,Yes,,1920x1080 pixels,802.11 b/g/n,2.6,385.00 x 255.00 x 32.40,4.1,1.0,ROG,Yes,No,2.6 GHz,Nvidia GeForce GTX 950M,"Asus Rog GL552VX-DM261T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,4,,1 x USB 2.0,6MB,Yes,Yes,3 in 1 card Reader,Yes,Yes,Standard,10/100/1000 Base T,6,GDDR5,32GB,"{'RAM Slots': '2', 'Web Camera': '1.3-megapixel', 'VGA Port': 'Yes'}",I expected much better
Dell,Latitude 3550,dell,27990.0,58,57,0,14,14,14,https://gadgets.ndtv.com/dell-latitude-3550-4877,7,4GB,15.50-inch,No,Black,Linux,500GB,3550,Intel Core i3 4th Gen 4005U,Intel Integrated HD Graphics 4400,No,Yes,1366x768 pixels,802.11 b/g/n,2.0,376.00 x 259.00 x 20.30,3.0,4.0,Latitude,Yes,No,1.7 GHz,Intel Integrated HD Graphics 4400,"Dell Latitude 3550 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.5 inch)",,9,Touchpad,"2 x USB 2.0, 2 x USB 3.0",3MB,,2 Speakers,8 in 1 Card Reader,Yes,No,Standard,Gigabit Ethernet,6,,8GB,,It's amazing
Acer,TravelMate P2 P249-MG,acer,39999.0,59,83,17,0,0,0,https://gadgets.ndtv.com/acer-travelmate-p2-p249-mg-5311,6,4GB,14.00-inch,No,Black,Windows 10 Home,500GB,P249-MG,Intel Core i3 7th Gen 7200U,,,Yes,1920x1080 pixels,802.11 ac,1.9,343.00 x 248.00 x 23.70,4.0,3.0,TravelMate P2,Yes,No,2.5 GHz,,"Acer Travel Mate P2-P249-MG Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i3, Black)",,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,2 Speakers,SD Card Reader,Yes,,Standard,Gigabit Ethernet,10,,32GB,"{'RAM Slots': '1', 'Web Camera': 'Yes'}",Good
HP,Pavilion 15-ac121tu,hp,33980.0,60,0,25,0,0,75,https://gadgets.ndtv.com/hp-pavilion-15-ac121tu-5051,4,4GB,15.60-inch,No,Nobel Blue,Windows 10 Home,1TB,15-ac121tu,Intel Core i3 5th Gen 5005U,Nvidia GeForce 940M,Yes,,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,3.0,Pavilion,Yes,No,2 GHz,Nvidia GeForce 940M,"HP 15-AC121TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Blue, 15.6 inch)",,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Multi format card reader,Yes,Yes,Standard,10/100/1000 Base T,6,DDR3L,8GB,,Nice phone Value for money
MSI,CX62 7QL,msi,53990.0,61,13,0,26,7,54,https://gadgets.ndtv.com/msi-cx62-7ql-5430,72,4GB,15.60-inch,No,Black,Windows 10 Home,1TB,CX62 7QL,Intel Core i7 7th Gen 7500U,Nvidia GeForce 720M,Yes,,1920x1080 pixels,802.11 b/g/n,2.3,383.00 x 260.00 x 29.00,4.0,3.0,GX Series,Yes,No,2.7 GHz,Nvidia GeForce 720M,"MSI CX62-7QL Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i7, Black)",,6,Touchpad,"1 x USB 2.0, 1 x USB 3.0 (Type A), 1 x USB 3.0 (Type C)",4MB,Yes,4 Speakers,3 in 1 card Reader,Yes,Yes,Standard,10/100/1000 Base T,6,DDR3,32GB,"{'RAM Slots': '2', 'Web Camera': '5-megapixel', 'VGA Port': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Burst Clock Speed': '1.9 GHz', 'Read/Write Speed': '16x', 'Lock Slot': 'Kensington Lock Port'}",No inline mic
Acer,Predator G9-792,acer,179999.0,62,22,6,17,11,44,https://gadgets.ndtv.com/acer-predator-g9-792-5133,18,16GB,17.30-inch,128GB,Black,Windows 10 Home,1TB,G9-792,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 980M,Yes,,1920x1080 pixels,802.11 ac,4.2,423.00 x 321.50 x 39.70,4.1,4.0,Predator,Yes,No,2.6 GHz,Nvidia GeForce GTX 980M,"Acer Predator G9-792 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Red, 17.3 inch)",,8,Touchpad,4 x USB 3.0,6MB,Yes,4 Speakers,SD Card Reader,Yes,Yes,Standard,Gigabit Ethernet,7,GDDR5,64GB,"{'Web Camera': 'Yes', 'Battery Capacity (WHR)': '29', 'Burst Clock Speed': '3.1 GHz', 'Dedicated Graphic Memory': '2GB', 'Lock Slot': 'Kensington Lock Port', 'Battery Capacity (mAh)': '3220'}",Nice product 😊 thanks Flipkart
Xiaomi,Redmi Note 9T,xiaomi,49757.0,63,0,0,0,0,0,https://gadgets.ndtv.com/xiaomi-redmi-note-9t-price-in-india-98983,,6GB,,,,Android 10,,,2GHz octa-core,,,,1080x2430 pixels,802.11 a/b/g,,161.96 x 77.25 x 9.20,,,,,,,,,,,,,,,,,,,,,6,,,,Super
Dell,Vostro 2520,dell,30000.0,64,5,2,35,6,52,https://gadgets.ndtv.com/dell-vostro-2520-4771,155,4GB,15.60-inch,No,Grey,Linux,500GB,2520,Intel Core i5 3rd Gen 3230M,AMD Radeon R5 M335,Yes,,1366x768 pixels,802.11 b/g/n,2.36,376.00 x 260.00 x 34.50,4.0,3.0,Vostro,Yes,No,2.6 GHz,AMD Radeon R5 M335,"Dell Vostro 2520 Laptop (Linux, 2GB RAM, 320GB HDD, Intel Pentium, Grey, 14 inch)",,6,Touchpad,3 x USB 2.0,3MB,Yes,2 Speakers,3 in 1 card Reader,Yes,Yes,Standard,10/100 T,3,DDR3,8GB,{'Web Camera': '0.3-megapixel'},It's amazing
Lenovo,ThinkPad X1 Extreme,lenovo,49757.0,65,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-lenovo-thinkpad-x1-extreme-price-in-india-13040,,16GB,15.60-inch,1TB,Black,Windows 10,,X1 Extreme,Intel Core i7 8th Gen i7-8750H,Nvidia GeForce GTX 1050 Ti,Yes,Yes,3840x2160 pixels,802.11 ac,1.8,361.80 x 245.70 x 18.70,5.0,4.0,ThinkPad,Yes,Yes,2.2 GHz,Nvidia GeForce GTX 1050 Ti,,Yes,4,Trackpad,"2 x USB 3.1 Gen 1 (Type A), 2 x Thunderbolt 3 (Type C)",,No,2 Speakers,SDXC Card Reader,Yes,Yes,Standard,Yes,15,,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}",Overaly good
Asus,X540SA-XX366D,asus,18999.0,66,0,0,33,0,67,https://gadgets.ndtv.com/asus-x540sa-xx366d-5159,3,4GB,15.60-inch,No,Silver,DOS,500GB,X540SA-XX366D,Intel Celeron Dual Core 6th Gen N3060,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,2.0,381.00 x 252.00 x 25.40,4.0,3.0,X Series,Yes,No,,Intel Integrated HD Graphics,"Asus X540SA-XX366D Laptop (DOS, 4GB RAM, Intel Celeron, Silver, 15.6 inch)",,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",2MB,,Yes,SDXC Card Reader,Yes,No,Standard,10/100 T,4,,,{'RAM Slots': '1'},Old is gold
